,City,Latitude,Longitude,Date,Month,Year,Season,Temperature_(°C)_Max,Temperature_(°C)_Avg,Temperature_(°C)_Min,Humidity_(%)_Max,Humidity_(%)_Avg,Humidity_(%)_Min,Wind_Speed_(kph)_Max,Wind_Speed_(kph)_Avg,Wind_Speed_(kph)_Min,Pressure_(hPa)_Max
17753,Helsinki,60.3179,24.9496,2008-10-11,October,2008,autumn,12.2,11.1,7.8,100.0,94.7,88.0,25.7,18.2,9.7,1013.0
17754,Helsinki,60.3179,24.9496,2008-10-12,October,2008,autumn,12.8,10.3,7.2,100.0,82.1,58.0,25.7,15.4,4.8,1002.0
17755,Helsinki,60.3179,24.9496,2008-10-13,October,2008,autumn,11.1,9.0,6.1,93.0,81.9,71.0,19.3,12.7,8.0,1002.0
17756,Helsinki,60.3179,24.9496,2008-10-14,October,2008,autumn,12.2,9.7,6.1,100.0,93.3,82.0,16.1,11.1,8.0,999.0
17757,Helsinki,60.3179,24.9496,2008-10-15,October,2008,autumn,12.2,6.9,3.9,100.0,86.8,58.0,22.5,11.4,1.6,1002.0
17758,Helsinki,60.3179,24.9496,2008-10-16,October,2008,autumn,11.1,7.7,2.2,100.0,97.2,93.0,32.2,16.1,1.6,999.0
17759,Helsinki,60.3179,24.9496,2008-10-17,October,2008,autumn,8.9,7.4,5.0,93.0,84.0,66.0,20.9,10.9,1.6,989.0
17760,Helsinki,60.3179,24.9496,2008-10-18,October,2008,autumn,8.9,6.1,3.9,93.0,80.4,62.0,35.4,20.9,9.7,996.0
17761,Helsinki,60.3179,24.9496,2008-10-19,October,2008,autumn,10.0,7.2,3.9,100.0,95.2,87.0,22.5,10.5,3.2,996.0
17762,Helsinki,60.3179,24.9496,2008-10-20,October,2008,autumn,11.1,8.1,5.0,94.0,86.2,62.0,29.0,16.1,4.8,1002.0
17763,Helsinki,60.3179,24.9496,2008-10-21,October,2008,autumn,11.1,11.1,11.1,100.0,87.1,82.0,35.4,31.1,20.9,999.0
17764,Helsinki,60.3179,24.9496,2008-10-22,October,2008,autumn,11.1,9.2,7.2,100.0,77.0,58.0,33.8,23.8,14.5,1006.0
17765,Helsinki,60.3179,24.9496,2008-10-23,October,2008,autumn,10.0,6.9,3.9,93.0,82.9,62.0,25.7,13.5,9.7,1013.0
17766,Helsinki,60.3179,24.9496,2008-10-24,October,2008,autumn,11.1,9.2,5.0,100.0,86.3,76.0,41.8,26.7,9.7,1013.0
17767,Helsinki,60.3179,24.9496,2008-10-25,October,2008,autumn,11.1,9.3,8.9,100.0,87.8,71.0,35.4,27.7,16.1,1016.0
17768,Helsinki,60.3179,24.9496,2008-10-26,October,2008,autumn,10.0,9.3,7.8,100.0,89.7,66.0,48.3,33.3,14.5,1013.0
17769,Helsinki,60.3179,24.9496,2008-10-27,October,2008,autumn,10.0,9.4,6.1,100.0,93.3,76.0,25.7,18.3,9.7,996.0
17770,Helsinki,60.3179,24.9496,2008-10-28,October,2008,autumn,7.2,5.6,2.8,100.0,90.5,87.0,27.4,12.2,3.2,999.0
17771,Helsinki,60.3179,24.9496,2008-10-29,October,2008,autumn,7.2,4.2,-1.1,100.0,93.6,81.0,16.1,6.8,0.0,1006.0
17772,Helsinki,60.3179,24.9496,2008-10-30,October,2008,autumn,6.1,4.9,3.9,100.0,95.1,87.0,29.0,12.7,0.0,1002.0
17773,Helsinki,60.3179,24.9496,2008-10-31,October,2008,autumn,11.1,7.8,5.0,100.0,92.5,76.0,33.8,20.3,4.8,992.0
17774,Helsinki,60.3179,24.9496,2008-11-01,November,2008,autumn,7.2,2.8,-2.2,100.0,90.5,75.0,27.4,19.0,4.8,1013.0
17775,Helsinki,60.3179,24.9496,2008-11-02,November,2008,autumn,5.0,0.9,-3.9,100.0,88.3,65.0,19.3,7.9,0.0,1013.0
17776,Helsinki,60.3179,24.9496,2008-11-03,November,2008,autumn,7.2,3.6,1.1,100.0,94.0,81.0,14.5,9.7,4.8,1013.0
17777,Helsinki,60.3179,24.9496,2008-11-04,November,2008,autumn,8.9,5.8,3.9,100.0,91.5,81.0,20.9,11.4,3.2,1016.0
17778,Helsinki,60.3179,24.9496,2008-11-05,November,2008,autumn,7.2,4.3,2.2,100.0,82.1,66.0,20.9,15.0,9.7,1019.0
17779,Helsinki,60.3179,24.9496,2008-11-06,November,2008,autumn,2.2,-0.4,-3.9,100.0,87.3,75.0,19.3,7.6,1.6,1029.0
17780,Helsinki,60.3179,24.9496,2008-11-07,November,2008,autumn,3.9,1.2,-2.8,100.0,84.4,70.0,16.1,8.2,0.0,1029.0
17781,Helsinki,60.3179,24.9496,2008-11-08,November,2008,autumn,5.0,2.8,1.1,100.0,92.2,87.0,20.9,12.6,4.8,1023.0
17782,Helsinki,60.3179,24.9496,2008-11-09,November,2008,autumn,7.8,6.1,5.0,100.0,98.0,87.0,27.4,16.1,4.8,1016.0
17783,Helsinki,60.3179,24.9496,2008-11-10,November,2008,autumn,8.9,7.7,6.1,100.0,87.2,71.0,59.5,27.7,14.5,1009.0
17784,Helsinki,60.3179,24.9496,2008-11-11,November,2008,autumn,10.0,8.2,5.0,100.0,93.8,66.0,46.7,25.1,3.2,1002.0
17785,Helsinki,60.3179,24.9496,2008-11-12,November,2008,autumn,10.0,7.8,5.0,100.0,86.7,71.0,35.4,21.4,9.7,1006.0
17786,Helsinki,60.3179,24.9496,2008-11-13,November,2008,autumn,7.2,7.1,6.1,100.0,92.2,87.0,22.5,16.4,3.2,1009.0
17787,Helsinki,60.3179,24.9496,2008-11-14,November,2008,autumn,7.2,5.6,5.0,100.0,92.1,81.0,29.0,13.7,3.2,1006.0
17788,Helsinki,60.3179,24.9496,2008-11-15,November,2008,autumn,7.8,6.2,5.0,100.0,93.9,81.0,40.2,16.4,4.8,996.0
17789,Helsinki,60.3179,24.9496,2008-11-16,November,2008,autumn,6.1,3.8,0.0,100.0,89.7,80.0,37.0,15.8,4.8,996.0
17790,Helsinki,60.3179,24.9496,2008-11-17,November,2008,autumn,0.0,-1.3,-2.8,93.0,79.8,64.0,33.8,17.2,8.0,1009.0
17791,Helsinki,60.3179,24.9496,2008-11-18,November,2008,autumn,5.0,2.9,-1.1,100.0,85.1,75.0,40.2,27.7,12.9,1006.0
17792,Helsinki,60.3179,24.9496,2008-11-19,November,2008,autumn,2.2,1.0,-2.2,100.0,91.3,70.0,46.7,18.0,0.0,982.0
17793,Helsinki,60.3179,24.9496,2008-11-20,November,2008,autumn,2.2,-0.3,-3.9,100.0,93.9,81.0,14.5,9.0,0.0,972.0
17794,Helsinki,60.3179,24.9496,2008-11-21,November,2008,autumn,0.0,-4.5,-7.2,100.0,93.9,93.0,11.3,5.1,0.0,979.0
17795,Helsinki,60.3179,24.9496,2008-11-22,November,2008,autumn,-2.2,-4.4,-7.2,100.0,93.9,86.0,25.7,11.7,1.6,985.0
17796,Helsinki,60.3179,24.9496,2008-11-23,November,2008,autumn,-1.1,-2.7,-3.9,100.0,90.9,80.0,41.8,28.3,12.9,985.0
17797,Helsinki,60.3179,24.9496,2008-11-24,November,2008,autumn,0.0,-1.5,-2.2,100.0,93.3,86.0,32.2,21.6,8.0,975.0
17798,Helsinki,60.3179,24.9496,2008-11-25,November,2008,autumn,0.0,-0.2,-2.8,100.0,97.1,93.0,14.5,9.3,4.8,996.0
17799,Helsinki,60.3179,24.9496,2008-11-26,November,2008,autumn,1.1,-0.5,-2.2,100.0,96.3,81.0,25.7,11.7,0.0,996.0
17800,Helsinki,60.3179,24.9496,2008-11-27,November,2008,autumn,6.1,1.8,-1.1,100.0,94.7,87.0,24.1,12.4,0.0,989.0
17801,Helsinki,60.3179,24.9496,2008-11-28,November,2008,autumn,7.2,5.9,3.9,100.0,85.1,71.0,35.4,21.1,9.7,1002.0
17802,Helsinki,60.3179,24.9496,2008-11-29,November,2008,autumn,6.1,4.1,2.8,100.0,93.2,81.0,27.4,15.3,9.7,1009.0
17803,Helsinki,60.3179,24.9496,2008-11-30,November,2008,autumn,5.0,2.9,1.1,100.0,94.8,87.0,27.4,23.8,19.3,1002.0
17804,Helsinki,60.3179,24.9496,2008-12-01,December,2008,autumn,6.1,5.2,3.9,100.0,96.0,87.0,24.1,18.0,11.3,1002.0
17805,Helsinki,60.3179,24.9496,2008-12-02,December,2008,autumn,6.1,4.8,3.9,100.0,93.9,87.0,27.4,17.4,4.8,1002.0
17806,Helsinki,60.3179,24.9496,2008-12-03,December,2008,autumn,6.1,4.8,2.8,93.0,90.6,87.0,37.0,25.1,11.3,999.0
17807,Helsinki,60.3179,24.9496,2008-12-04,December,2008,autumn,2.8,1.9,0.0,100.0,95.8,93.0,24.1,13.0,3.2,996.0
17808,Helsinki,60.3179,24.9496,2008-12-05,December,2008,autumn,2.2,0.6,-1.1,100.0,95.4,87.0,19.3,10.1,0.0,996.0
17809,Helsinki,60.3179,24.9496,2008-12-06,December,2008,autumn,0.0,-0.8,-2.2,100.0,90.9,80.0,14.5,8.0,3.2,1002.0
17810,Helsinki,60.3179,24.9496,2008-12-07,December,2008,autumn,0.0,-1.9,-2.8,93.0,88.9,80.0,24.1,13.4,8.0,1009.0
17811,Helsinki,60.3179,24.9496,2008-12-08,December,2008,autumn,2.2,-2.3,-5.0,100.0,94.7,81.0,25.7,9.0,0.0,1013.0
17812,Helsinki,60.3179,24.9496,2008-12-09,December,2008,autumn,1.1,0.2,0.0,100.0,98.3,93.0,24.1,18.0,8.0,1006.0
17813,Helsinki,60.3179,24.9496,2008-12-10,December,2008,autumn,0.0,-0.1,-1.1,100.0,99.7,93.0,16.1,10.9,4.8,1009.0
17814,Helsinki,60.3179,24.9496,2008-12-11,December,2008,autumn,2.2,0.3,-1.1,100.0,97.5,87.0,19.3,11.1,4.8,1019.0
17815,Helsinki,60.3179,24.9496,2008-12-12,December,2008,autumn,2.8,1.7,1.1,100.0,91.4,87.0,29.0,20.9,11.3,1019.0
17816,Helsinki,60.3179,24.9496,2008-12-13,December,2008,autumn,3.9,3.1,2.8,100.0,91.1,87.0,25.7,15.6,4.8,1023.0
17817,Helsinki,60.3179,24.9496,2008-12-14,December,2008,autumn,2.8,1.3,0.0,100.0,91.5,87.0,20.9,12.9,8.0,1029.0
17818,Helsinki,60.3179,24.9496,2008-12-15,December,2008,autumn,0.0,-0.8,-1.1,100.0,96.8,86.0,14.5,11.6,4.8,1029.0
17819,Helsinki,60.3179,24.9496,2008-12-16,December,2008,autumn,-1.1,-2.4,-3.9,100.0,92.3,86.0,16.1,11.1,4.8,1023.0
17820,Helsinki,60.3179,24.9496,2008-12-17,December,2008,autumn,0.0,-1.2,-2.8,100.0,94.9,87.0,24.1,18.2,11.3,1016.0
17821,Helsinki,60.3179,24.9496,2008-12-18,December,2008,autumn,2.8,1.5,-1.1,100.0,96.1,93.0,27.4,21.9,12.9,1009.0
17822,Helsinki,60.3179,24.9496,2008-12-19,December,2008,autumn,3.9,2.3,1.1,100.0,92.9,87.0,29.0,20.0,11.3,1006.0
17823,Helsinki,60.3179,24.9496,2008-12-20,December,2008,autumn,2.8,2.2,1.1,100.0,98.1,93.0,22.5,15.3,9.7,1002.0
17824,Helsinki,60.3179,24.9496,2008-12-21,December,2008,winter,2.8,1.9,0.0,100.0,95.1,87.0,20.9,14.3,9.7,1002.0
17825,Helsinki,60.3179,24.9496,2008-12-22,December,2008,winter,3.9,1.9,0.0,100.0,94.0,81.0,33.8,19.5,11.3,996.0
17826,Helsinki,60.3179,24.9496,2008-12-23,December,2008,winter,1.1,-0.3,-1.1,93.0,83.3,80.0,29.0,22.9,12.9,1013.0
17827,Helsinki,60.3179,24.9496,2008-12-24,December,2008,winter,-1.1,-1.7,-2.2,86.0,79.4,74.0,16.1,11.7,8.0,1023.0
17828,Helsinki,60.3179,24.9496,2008-12-25,December,2008,winter,-2.2,-2.8,-3.9,93.0,80.7,74.0,12.9,7.7,1.6,1036.0
17829,Helsinki,60.3179,24.9496,2008-12-26,December,2008,winter,2.2,0.6,-2.8,93.0,88.4,86.0,20.9,11.6,3.2,1036.0
17830,Helsinki,60.3179,24.9496,2008-12-27,December,2008,winter,2.2,0.6,-2.2,100.0,93.2,81.0,16.1,12.2,8.0,1029.0
17831,Helsinki,60.3179,24.9496,2008-12-28,December,2008,winter,-2.2,-4.0,-7.2,100.0,93.6,86.0,20.9,9.3,0.0,1029.0
17832,Helsinki,60.3179,24.9496,2008-12-29,December,2008,winter,1.1,0.4,-1.1,100.0,94.3,87.0,24.1,17.7,12.9,1026.0
17833,Helsinki,60.3179,24.9496,2008-12-30,December,2008,winter,0.0,-1.6,-2.2,100.0,94.0,86.0,24.1,16.7,9.7,1023.0
17834,Helsinki,60.3179,24.9496,2008-12-31,December,2008,winter,0.0,-0.9,-2.2,100.0,90.1,80.0,25.7,18.0,11.3,1019.0
17835,Helsinki,60.3179,24.9496,2009-01-01,January,2009,winter,-1.1,-5.8,-8.9,86.0,70.3,55.0,25.7,18.7,9.7,1009.0
17836,Helsinki,60.3179,24.9496,2009-01-02,January,2009,winter,-8.9,-10.5,-12.2,93.0,90.2,85.0,16.1,9.7,3.2,1009.0
17837,Helsinki,60.3179,24.9496,2009-01-03,January,2009,winter,-7.8,-10.9,-13.9,93.0,87.9,85.0,19.3,10.1,0.0,1002.0
17838,Helsinki,60.3179,24.9496,2009-01-04,January,2009,winter,-7.2,-9.8,-11.1,93.0,88.8,85.0,20.9,11.9,1.6,1006.0
17839,Helsinki,60.3179,24.9496,2009-01-05,January,2009,winter,-5.0,-10.9,-15.0,93.0,85.1,79.0,16.1,8.5,3.2,1013.0
17840,Helsinki,60.3179,24.9496,2009-01-06,January,2009,winter,0.0,-1.3,-3.9,93.0,86.3,80.0,32.2,22.9,11.3,1002.0
17841,Helsinki,60.3179,24.9496,2009-01-07,January,2009,winter,-3.9,-10.4,-13.9,93.0,85.1,73.0,20.9,8.0,0.0,1002.0
17842,Helsinki,60.3179,24.9496,2009-01-08,January,2009,winter,-1.1,-8.9,-16.1,100.0,89.8,74.0,20.9,9.2,0.0,1006.0
17843,Helsinki,60.3179,24.9496,2009-01-09,January,2009,winter,2.8,-0.1,-3.9,100.0,90.9,75.0,29.0,17.2,8.0,1009.0
17844,Helsinki,60.3179,24.9496,2009-01-10,January,2009,winter,2.8,-2.5,-11.1,100.0,94.5,86.0,24.1,11.7,0.0,1013.0
17845,Helsinki,60.3179,24.9496,2009-01-11,January,2009,winter,2.8,2.6,2.2,100.0,85.5,81.0,33.8,25.3,19.3,1009.0
17846,Helsinki,60.3179,24.9496,2009-01-12,January,2009,winter,5.0,4.3,2.8,100.0,88.1,81.0,38.6,30.1,22.5,996.0
17847,Helsinki,60.3179,24.9496,2009-01-13,January,2009,winter,5.0,3.9,2.8,93.0,90.1,87.0,32.2,22.7,16.1,996.0
17848,Helsinki,60.3179,24.9496,2009-01-14,January,2009,winter,3.9,3.1,1.1,93.0,81.8,75.0,22.5,14.8,3.2,1002.0
17849,Helsinki,60.3179,24.9496,2009-01-15,January,2009,winter,1.1,-2.1,-7.8,93.0,81.5,74.0,25.7,13.4,1.6,1016.0
17850,Helsinki,60.3179,24.9496,2009-01-16,January,2009,winter,-6.1,-8.7,-12.2,86.0,74.2,54.0,22.5,13.5,8.0,1026.0
17851,Helsinki,60.3179,24.9496,2009-01-17,January,2009,winter,-2.8,-8.8,-13.9,93.0,86.5,79.0,11.3,8.2,3.2,1026.0
17852,Helsinki,60.3179,24.9496,2009-01-18,January,2009,winter,-1.1,-2.4,-3.9,93.0,88.5,80.0,20.9,10.9,4.8,1019.0
17853,Helsinki,60.3179,24.9496,2009-01-19,January,2009,winter,-1.1,-1.8,-2.2,93.0,89.8,86.0,19.3,14.2,11.3,1002.0
17854,Helsinki,60.3179,24.9496,2009-01-20,January,2009,winter,-1.1,-2.1,-2.2,93.0,87.8,86.0,29.0,19.5,8.0,1002.0
17855,Helsinki,60.3179,24.9496,2009-01-21,January,2009,winter,1.1,0.1,-2.2,100.0,91.9,86.0,29.0,10.9,3.2,1009.0
17856,Helsinki,60.3179,24.9496,2009-01-22,January,2009,winter,1.1,-1.3,-2.8,100.0,93.8,87.0,22.5,14.2,4.8,1009.0
17857,Helsinki,60.3179,24.9496,2009-01-23,January,2009,winter,-1.1,-3.2,-7.2,100.0,93.9,86.0,25.7,12.9,3.2,996.0
17858,Helsinki,60.3179,24.9496,2009-01-24,January,2009,winter,-2.8,-4.6,-8.9,100.0,94.2,86.0,27.4,18.2,0.0,996.0
17859,Helsinki,60.3179,24.9496,2009-01-25,January,2009,winter,1.1,-0.4,-2.8,100.0,97.2,93.0,22.5,16.1,11.3,999.0
17860,Helsinki,60.3179,24.9496,2009-01-26,January,2009,winter,0.0,-1.7,-2.2,100.0,94.6,93.0,16.1,10.9,3.2,1002.0
17861,Helsinki,60.3179,24.9496,2009-01-27,January,2009,winter,-2.2,-2.7,-3.9,100.0,91.8,86.0,8.0,4.3,1.6,1009.0
17862,Helsinki,60.3179,24.9496,2009-01-28,January,2009,winter,-2.2,-2.7,-3.9,100.0,93.2,86.0,8.0,4.7,1.6,1013.0
17863,Helsinki,60.3179,24.9496,2009-01-29,January,2009,winter,-2.2,-2.7,-3.9,93.0,89.3,86.0,12.9,7.7,1.6,1019.0
17864,Helsinki,60.3179,24.9496,2009-01-30,January,2009,winter,-2.2,-4.1,-12.2,93.0,87.8,80.0,24.1,13.5,9.7,1026.0
17865,Helsinki,60.3179,24.9496,2009-01-31,January,2009,winter,-12.2,-15.3,-17.8,92.0,84.0,73.0,12.9,8.2,3.2,1029.0
17866,Helsinki,60.3179,24.9496,2009-02-01,February,2009,winter,-5.0,-9.6,-17.8,93.0,87.3,85.0,11.3,6.8,0.0,1029.0
17867,Helsinki,60.3179,24.9496,2009-02-02,February,2009,winter,-2.8,-5.4,-12.2,100.0,91.6,86.0,19.3,11.7,4.8,1023.0
17868,Helsinki,60.3179,24.9496,2009-02-03,February,2009,winter,-2.2,-7.2,-17.2,93.0,87.5,80.0,16.1,9.0,0.0,1019.0
17869,Helsinki,60.3179,24.9496,2009-02-04,February,2009,winter,-2.8,-3.6,-5.0,93.0,83.9,80.0,16.1,6.6,0.0,1006.0
17870,Helsinki,60.3179,24.9496,2009-02-05,February,2009,winter,-3.9,-4.7,-5.0,100.0,91.8,86.0,19.3,10.1,1.6,999.0
17871,Helsinki,60.3179,24.9496,2009-02-06,February,2009,winter,-2.8,-4.7,-7.2,93.0,91.5,86.0,19.3,9.5,1.6,996.0
17872,Helsinki,60.3179,24.9496,2009-02-07,February,2009,winter,1.1,-0.1,-2.8,100.0,98.4,93.0,16.1,10.9,8.0,992.0
17873,Helsinki,60.3179,24.9496,2009-02-08,February,2009,winter,2.2,1.3,0.0,100.0,99.0,93.0,25.7,19.6,14.5,989.0
17874,Helsinki,60.3179,24.9496,2009-02-09,February,2009,winter,2.2,-0.6,-3.9,93.0,77.0,60.0,29.0,16.9,3.2,996.0
17875,Helsinki,60.3179,24.9496,2009-02-10,February,2009,winter,0.0,-4.2,-10.0,100.0,92.6,80.0,12.9,7.7,0.0,999.0
17876,Helsinki,60.3179,24.9496,2009-02-11,February,2009,winter,-2.8,-6.1,-12.2,100.0,92.4,86.0,14.5,7.6,1.6,1006.0
17877,Helsinki,60.3179,24.9496,2009-02-12,February,2009,winter,-5.0,-6.1,-7.8,100.0,91.3,86.0,20.9,14.5,9.7,1006.0
17878,Helsinki,60.3179,24.9496,2009-02-13,February,2009,winter,-3.9,-6.5,-7.8,93.0,86.1,74.0,16.1,12.2,8.0,1009.0
17879,Helsinki,60.3179,24.9496,2009-02-14,February,2009,winter,-6.1,-7.1,-7.8,93.0,91.8,86.0,19.3,14.2,9.7,1009.0
17880,Helsinki,60.3179,24.9496,2009-02-15,February,2009,winter,-3.9,-6.4,-10.0,93.0,84.5,69.0,14.5,11.9,8.0,1009.0
17881,Helsinki,60.3179,24.9496,2009-02-16,February,2009,winter,-7.8,-9.3,-12.2,86.0,79.7,73.0,14.5,10.0,3.2,1016.0
17882,Helsinki,60.3179,24.9496,2009-02-17,February,2009,winter,-5.0,-9.7,-12.8,92.0,80.6,68.0,20.9,14.5,8.0,1016.0
17883,Helsinki,60.3179,24.9496,2009-02-18,February,2009,winter,-7.2,-9.0,-11.1,93.0,82.1,73.0,19.3,13.2,9.7,1016.0
17884,Helsinki,60.3179,24.9496,2009-02-19,February,2009,winter,-3.9,-7.4,-10.0,93.0,84.7,74.0,16.1,9.8,8.0,1019.0
17885,Helsinki,60.3179,24.9496,2009-02-20,February,2009,winter,-2.8,-4.8,-6.1,93.0,87.0,74.0,25.7,12.9,4.8,1023.0
17886,Helsinki,60.3179,24.9496,2009-02-21,February,2009,winter,-3.9,-6.6,-12.8,93.0,78.5,63.0,24.1,11.4,3.2,1026.0
17887,Helsinki,60.3179,24.9496,2009-02-22,February,2009,winter,-2.8,-5.3,-13.9,93.0,81.5,74.0,25.7,17.4,3.2,1019.0
17888,Helsinki,60.3179,24.9496,2009-02-23,February,2009,winter,-3.9,-5.0,-6.1,86.0,80.8,74.0,16.1,11.9,3.2,1009.0
17889,Helsinki,60.3179,24.9496,2009-02-24,February,2009,winter,0.0,-2.7,-6.1,100.0,86.5,80.0,16.1,10.5,0.0,1009.0
17890,Helsinki,60.3179,24.9496,2009-02-25,February,2009,winter,1.1,-0.7,-6.1,93.0,77.5,56.0,22.5,13.8,4.8,1002.0
17891,Helsinki,60.3179,24.9496,2009-02-26,February,2009,winter,1.1,-3.2,-11.1,100.0,93.7,86.0,19.3,8.9,1.6,999.0
17892,Helsinki,60.3179,24.9496,2009-02-27,February,2009,winter,1.1,-0.1,-2.8,100.0,93.6,86.0,19.3,7.2,0.0,996.0
17893,Helsinki,60.3179,24.9496,2009-02-28,February,2009,winter,-2.8,-5.2,-7.8,93.0,83.5,74.0,25.7,19.6,11.3,1006.0
17894,Helsinki,60.3179,24.9496,2009-03-01,March,2009,winter,-5.0,-7.2,-12.2,100.0,86.1,80.0,20.9,9.5,0.0,1016.0
17895,Helsinki,60.3179,24.9496,2009-03-02,March,2009,winter,-3.9,-6.5,-11.1,93.0,87.2,80.0,20.9,10.9,1.6,1016.0
17896,Helsinki,60.3179,24.9496,2009-03-03,March,2009,winter,0.0,-2.2,-5.0,100.0,91.3,86.0,20.9,14.5,3.2,1009.0
17897,Helsinki,60.3179,24.9496,2009-03-04,March,2009,winter,2.2,0.5,-1.1,100.0,92.7,81.0,12.9,8.5,3.2,1009.0
17898,Helsinki,60.3179,24.9496,2009-03-05,March,2009,winter,2.2,0.2,-2.8,93.0,86.2,70.0,20.9,13.7,9.7,1009.0
17899,Helsinki,60.3179,24.9496,2009-03-06,March,2009,winter,2.2,-1.5,-5.0,100.0,86.8,70.0,20.9,15.3,9.7,1009.0
17900,Helsinki,60.3179,24.9496,2009-03-07,March,2009,winter,1.1,-1.4,-7.2,93.0,82.5,70.0,19.3,13.4,8.0,1006.0
17901,Helsinki,60.3179,24.9496,2009-03-08,March,2009,winter,1.1,-4.8,-10.0,100.0,88.4,70.0,20.9,11.6,3.2,1006.0
17902,Helsinki,60.3179,24.9496,2009-03-09,March,2009,winter,-1.1,-2.4,-3.9,100.0,92.5,86.0,20.9,15.8,12.9,999.0
17903,Helsinki,60.3179,24.9496,2009-03-10,March,2009,winter,-1.1,-1.7,-2.2,100.0,95.1,93.0,22.5,18.2,12.9,996.0
17904,Helsinki,60.3179,24.9496,2009-03-11,March,2009,winter,0.0,-0.8,-1.1,100.0,94.7,87.0,14.5,9.3,3.2,1009.0
17905,Helsinki,60.3179,24.9496,2009-03-12,March,2009,winter,-1.1,-1.6,-2.2,100.0,91.8,86.0,11.3,7.1,1.6,1013.0
17906,Helsinki,60.3179,24.9496,2009-03-13,March,2009,winter,2.2,-0.4,-6.1,100.0,87.4,70.0,12.9,8.5,3.2,1013.0
17907,Helsinki,60.3179,24.9496,2009-03-14,March,2009,winter,2.8,0.4,-2.8,100.0,82.7,70.0,20.9,12.4,3.2,1013.0
17908,Helsinki,60.3179,24.9496,2009-03-15,March,2009,winter,2.2,0.4,-2.8,100.0,86.7,70.0,19.3,8.9,1.6,1019.0
17909,Helsinki,60.3179,24.9496,2009-03-16,March,2009,winter,1.1,0.0,-2.8,100.0,88.6,75.0,25.7,15.1,0.0,1019.0
17910,Helsinki,60.3179,24.9496,2009-03-17,March,2009,winter,1.1,0.4,0.0,100.0,94.8,87.0,24.1,10.6,1.6,1013.0
17911,Helsinki,60.3179,24.9496,2009-03-18,March,2009,winter,2.2,0.8,-1.1,93.0,78.6,65.0,19.3,10.5,3.2,1013.0
17912,Helsinki,60.3179,24.9496,2009-03-19,March,2009,winter,2.2,-0.5,-3.9,93.0,66.8,48.0,29.0,15.3,3.2,1023.0
17913,Helsinki,60.3179,24.9496,2009-03-20,March,2009,winter,2.8,-1.2,-8.9,87.0,66.9,54.0,29.0,17.2,1.6,1023.0
17914,Helsinki,60.3179,24.9496,2009-03-21,March,2009,spring,2.8,1.4,-2.2,93.0,64.4,38.0,27.4,19.0,12.9,1002.0
17915,Helsinki,60.3179,24.9496,2009-03-22,March,2009,spring,2.2,-1.9,-6.1,86.0,64.1,41.0,16.1,10.0,0.0,1002.0
17916,Helsinki,60.3179,24.9496,2009-03-23,March,2009,spring,0.0,-4.5,-11.1,93.0,83.1,64.0,16.1,4.8,0.0,992.0
17917,Helsinki,60.3179,24.9496,2009-03-24,March,2009,spring,-1.1,-3.6,-7.2,100.0,81.0,64.0,24.1,14.3,9.7,992.0
17918,Helsinki,60.3179,24.9496,2009-03-25,March,2009,spring,-2.2,-6.6,-11.1,86.0,65.5,43.0,20.9,12.7,4.8,996.0
17919,Helsinki,60.3179,24.9496,2009-03-26,March,2009,spring,-2.8,-6.8,-12.2,93.0,64.3,40.0,14.5,8.9,0.0,999.0
17920,Helsinki,60.3179,24.9496,2009-03-27,March,2009,spring,1.1,-7.9,-17.8,92.0,68.1,30.0,16.1,7.7,0.0,1002.0
17921,Helsinki,60.3179,24.9496,2009-03-28,March,2009,spring,1.1,-2.2,-17.8,100.0,88.1,0.0,24.1,20.0,9.7,1002.0
17922,Helsinki,60.3179,24.9496,2009-03-29,March,2009,spring,2.8,-4.9,-17.8,100.0,87.6,0.0,14.5,8.5,3.2,1002.0
17923,Helsinki,60.3179,24.9496,2009-03-30,March,2009,spring,2.8,1.1,-1.1,100.0,88.4,75.0,33.8,18.7,4.8,1006.0
17924,Helsinki,60.3179,24.9496,2009-03-31,March,2009,spring,7.2,3.4,1.1,100.0,82.8,49.0,35.4,21.9,3.2,1002.0
17925,Helsinki,60.3179,24.9496,2009-04-01,April,2009,spring,6.1,2.2,-2.2,100.0,70.4,45.0,33.8,15.3,0.0,1016.0
17926,Helsinki,60.3179,24.9496,2009-04-02,April,2009,spring,5.0,1.6,-2.8,80.0,68.4,49.0,24.1,11.1,3.2,1019.0
17927,Helsinki,60.3179,24.9496,2009-04-03,April,2009,spring,11.1,6.4,3.9,87.0,67.7,50.0,20.9,12.4,4.8,1009.0
17928,Helsinki,60.3179,24.9496,2009-04-04,April,2009,spring,3.9,2.6,1.1,100.0,95.7,87.0,16.1,8.7,3.2,1009.0
17929,Helsinki,60.3179,24.9496,2009-04-05,April,2009,spring,6.1,3.3,2.2,100.0,92.7,81.0,16.1,8.0,1.6,1006.0
17930,Helsinki,60.3179,24.9496,2009-04-06,April,2009,spring,5.0,2.8,1.1,100.0,91.7,81.0,24.1,13.2,1.6,1006.0
17931,Helsinki,60.3179,24.9496,2009-04-07,April,2009,spring,2.8,1.4,-1.1,100.0,92.5,81.0,12.9,7.2,0.0,1016.0
17932,Helsinki,60.3179,24.9496,2009-04-08,April,2009,spring,6.1,1.9,-2.8,100.0,72.9,49.0,22.5,12.9,1.6,1019.0
