Column1,dias,Date,City,Time_Temperature_(°F)_Max,Time_Temperature_(°F)_Avg,Time_Temperature_(°F)_Min,Dew_Point_(°F)_Max,Dew_Point_(°F)_Avg,Dew_Point_(°F)_Min,Humidity_(%)_Max,Humidity_(%)_Avg,Humidity_(%)_Min,Wind_Speed_(mph)_Max,Wind_Speed_(mph)_Avg,Wind_Speed_(mph)_Min,Pressure_(in)_Max,Pressure_(in)_Avg,Pressure_(in)_Min,Month,Year
3,3,3/12/2019,Elche,57,55.5,54,54,47.6,43,94,74.8,63,24,16.7,8,29.8,29.7,29.6,Dec,2019
17,17,17/02/2015,Elche,61,55.5,54,52,44.1,37,88,66.8,45,22,11.4,1,30.2,30,29.9,Feb,2015
19,19,19/12/2007,Elche,57,55.8,54,43,40.5,36,63,56,47,22,17.6,14,30.2,30.2,30.1,Dec,2007
22,22,22/03/2022,Elche,57,55.9,54,55,53.6,50,100,91.6,82,21,16.5,13,30.1,30,30,Mar,2022
13,13,13/03/2004,Elche,61,55.9,54,52,48.3,41,88,76.2,48,18,4.1,0,30.1,29.9,29.7,Mar,2004
25,25,25/11/2010,Elche,61,55.9,54,54,53.4,48,100,90.7,72,9,2.5,0,29.8,29.7,29.6,Nov,2010
2,2,2/12/2022,Elche,61,55.9,54,52,47.7,45,94,74.7,55,16,8.7,2,29.8,29.7,29.7,Dec,2022
18,18,18/12/2016,Elche,59,56,54,52,49.3,46,88,77.8,63,33,20.3,8,30.2,30.1,29.9,Dec,2016
8,8,8/04/2021,Elche,61,56,54,50,44.7,39,88,66.8,48,14,11,6,30.1,30.1,30,Apr,2021
8,8,8/11/2020,Elche,59,56.1,54,48,46.5,46,77,70.9,63,7,4,1,30.1,30.1,30.1,Nov,2020
11,11,11/05/2004,Elche,61,56.1,54,54,51.4,48,88,83.7,67,13,3.9,0,29.7,29.7,29.6,May,2004
30,30,30/03/2022,Elche,61,56.1,54,55,51.8,46,100,86.2,67,12,5.1,0,29.6,29.5,29.4,Mar,2022
12,12,12/03/2011,Elche,59,56.2,54,57,55,50,100,96,88,15,4,0,29.6,29.4,29.4,Mar,2011
25,25,25/01/2010,Elche,59,56.3,54,52,48.2,46,82,74.5,67,13,7.3,2,30,29.9,29.9,Jan,2010
18,18,18/11/2021,Elche,59,56.3,54,55,51.8,46,94,84.2,67,12,6.3,1,30.2,30.1,30,Nov,2021
26,26,26/02/2022,Elche,59,56.3,54,50,45.9,39,82,67.8,48,21,14.8,6,30.1,30.1,30,Feb,2022
8,8,8/12/2004,Elche,61,56.4,54,48,44.7,41,77,64.5,55,22,10.9,3,29.9,29.8,29.7,Dec,2004
7,7,7/04/2007,Elche,61,56.4,54,52,48.8,46,82,76.9,59,14,6.9,0,29.9,29.9,29.9,Apr,2007
19,19,19/02/2016,Elche,59,56.5,54,45,42,37,72,58.1,48,20,10.5,2,30.2,30.1,30,Feb,2016
24,24,24/03/2020,Elche,59,56.5,54,54,52.2,46,94,84.5,72,23,15.6,10,29.8,29.8,29.7,Mar,2020
23,23,23/03/2011,Elche,59,56.6,54,57,53,48,94,87.6,77,25,19.4,10,30.2,30.1,30,Mar,2011
5,5,5/03/2013,Elche,59,56.7,54,57,54.6,52,100,92.8,77,15,5.1,0,29.4,29.3,29.2,Mar,2013
7,7,7/04/2002,Elche,63,56.8,54,55,48.7,46,88,74.9,59,14,5.1,1,29.6,29.6,29.4,Apr,2002
9,9,9/04/2021,Elche,63,56.9,54,54,49.4,43,88,76.4,67,16,8.2,1,30,30,29.9,Apr,2021
16,16,16/12/2021,Elche,63,56.9,54,52,47,43,77,69.8,59,18,9.1,2,30.2,30.2,30.1,Dec,2021
23,23,23/03/2015,Elche,59,57,54,57,54.5,50,100,91.5,82,14,8.7,3,29.7,29.6,29.5,Mar,2015
18,18,18/02/2008,Elche,61,57,54,52,49.5,46,88,76.2,68,21,12,0,30.3,30.1,30,Feb,2008
11,11,11/02/2017,Elche,61,57,54,52,45.2,36,77,65.1,47,24,13.6,5,29.8,29.7,29.6,Feb,2017
16,16,16/01/2013,Elche,63,57,54,39,36.4,34,51,46.5,37,24,11.8,2,29.9,29.8,29.7,Jan,2013
10,10,10/04/2021,Elche,61,57.1,54,55,53.7,50,100,88.4,72,8,3.4,0,29.9,29.8,29.8,Apr,2021
30,30,30/11/2004,Elche,61,57.2,54,52,49.4,46,88,75.5,63,8,5,0,29.8,29.7,29.6,Nov,2004
25,25,25/03/2011,Elche,63,57.2,54,55,52.6,50,94,84.3,77,16,6.8,0,30.2,30.1,30,Mar,2011
26,26,26/02/2021,Elche,63,57.2,54,52,47.6,46,82,71.1,55,18,10.9,2,30.3,30.2,30.2,Feb,2021
18,18,18/03/2022,Elche,61,57.3,54,52,48.4,45,82,72.8,63,20,8,0,30.1,30,29.9,Mar,2022
12,12,12/12/2004,Elche,63,57.3,54,52,48.3,45,82,72.3,59,13,5.9,0,30,30,29.9,Dec,2004
12,12,12/03/2002,Elche,61,57.4,54,55,52.6,48,88,83.3,72,22,7.3,1,29.9,29.8,29.8,Mar,2002
25,25,25/02/2022,Elche,61,57.4,54,54,48.9,43,88,73.8,52,20,10.3,1,30.1,30.1,30,Feb,2022
15,15,15/03/2003,Elche,64,57.4,54,52,49.2,46,94,74.3,59,14,4.1,0,30.1,30,30,Mar,2003
14,14,14/12/2004,Elche,61,57.5,54,54,48.9,45,82,72.7,67,18,10.4,2,30.1,30.1,30,Dec,2004
17,17,17/02/2014,Elche,61,57.5,54,52,49.6,45,88,74.7,63,17,7.5,0,29.9,29.8,29.7,Feb,2014
22,22,22/10/2019,Elche,61,57.5,54,59,54.2,52,100,88.4,77,15,8,2,29.9,29.7,29.6,Oct,2019
15,15,15/12/2004,Elche,63,57.5,54,54,48.4,43,82,72.1,63,15,7.8,3,30,30,29.9,Dec,2004
22,22,22/03/2015,Elche,63,57.5,54,55,53.4,52,100,85.8,68,12,4.5,0,29.7,29.6,29.6,Mar,2015
24,24,24/03/2015,Elche,63,57.5,54,55,52.5,48,100,84.2,59,13,4.3,0,29.5,29.4,29.4,Mar,2015
18,18,18/03/2016,Elche,63,57.5,54,52,48,45,88,71.1,55,9,3.9,0,30,29.9,29.9,Mar,2016
26,26,26/03/2022,Elche,61,57.6,54,54,51,45,88,78.2,63,21,11.5,0,30,29.8,29.8,Mar,2022
28,28,28/02/2021,Elche,63,57.6,54,50,47.6,43,77,69.6,59,21,13.7,6,30.1,30,30,Feb,2021
12,12,12/11/2005,Elche,64,57.6,54,54,50.5,46,88,77.3,63,13,5.9,1,30.1,29.9,29.7,Nov,2005
16,16,16/04/2004,Elche,63,57.7,54,52,48.1,45,88,71.5,52,25,13.4,2,29.7,29.4,29.2,Apr,2004
20,20,20/03/2022,Elche,63,57.8,54,55,53.1,50,94,84.2,72,20,12.2,1,30.1,30.1,30,Mar,2022
8,8,8/11/2019,Elche,64,57.8,54,37,33.8,30,54,41.3,31,29,14.8,5,29.9,29.8,29.7,Nov,2019
8,8,8/04/2004,Elche,63,57.9,54,54,51,45,88,77.5,67,15,8,3,29.8,29.7,29.6,Apr,2004
14,14,14/04/2010,Elche,63,57.9,54,54,51.1,48,94,78.1,67,17,11.2,0,29.7,29.7,29.6,Apr,2010
14,14,14/03/2004,Elche,64,57.9,54,52,47.3,37,88,70.7,42,20,6.1,0,30.2,30.1,30,Mar,2004
22,22,22/12/2007,Elche,64,57.9,54,50,45.9,43,82,64.7,48,12,5,0,30,29.9,29.9,Dec,2007
21,21,21/03/2015,Elche,64,57.9,54,55,53.1,48,100,83.7,59,12,3.6,0,29.6,29.6,29.6,Mar,2015
15,15,15/03/2018,Elche,64,57.9,54,54,50.1,41,94,75.8,55,22,7.7,0,29.6,29.5,29.4,Mar,2018
13,13,13/04/2010,Elche,61,58,54,55,53.2,50,100,83.4,72,24,15,2,29.7,29.7,29.6,Apr,2010
2,2,2/12/2019,Elche,61,58,54,55,52.6,48,94,82.1,68,18,10.9,5,29.8,29.7,29.7,Dec,2019
20,20,20/11/2018,Elche,64,58,54,54,50.2,43,94,76,59,13,6.4,2,29.6,29.5,29.4,Nov,2018
5,5,5/01/2010,Elche,66,58,54,57,54.1,48,100,87.4,60,10,4.2,0,29.5,29.4,29.3,Jan,2010
24,24,24/02/2017,Elche,63,58.1,54,55,53.1,50,94,83,68,13,3.8,0,29.9,29.8,29.7,Feb,2017
20,20,20/03/2020,Elche,63,58.1,54,54,48.5,43,88,71,55,21,11.7,1,29.9,29.9,29.8,Mar,2020
29,29,29/04/2017,Elche,63,58.2,54,50,46.3,43,77,65,52,10,6.2,0,29.9,29.8,29.8,Apr,2017
24,24,24/01/2002,Elche,64,58.2,54,43,36.9,34,62,45.5,32,26,14.7,3,30.1,30,29.9,Jan,2002
17,17,17/04/2006,Elche,66,58.2,54,57,51.8,48,88,79.3,56,10,4,0,29.8,29.7,29.7,Apr,2006
15,15,15/04/2003,Elche,61,58.3,54,54,49,45,82,71.3,59,20,7.2,0,29.7,29.6,29.6,Apr,2003
13,13,13/12/2004,Elche,63,58.3,54,54,49.8,46,82,73.4,67,17,11.4,6,30.1,30.1,30,Dec,2004
14,14,14/12/2013,Elche,63,58.3,54,54,49.2,45,88,72.2,55,9,5.4,1,30.4,30.3,30.2,Dec,2013
10,10,10/11/2019,Elche,63,58.3,54,46,37.8,32,72,47.8,32,32,18.1,2,29.8,29.7,29.7,Nov,2019
7,7,7/11/2016,Elche,66,58.3,54,39,34.2,25,54,41.8,22,17,13,7,29.7,29.7,29.6,Nov,2016
6,6,6/02/2013,Elche,63,58.4,54,41,30.1,0,55,36.4,22,28,18.2,0,29.9,29.8,29.8,Feb,2013
6,6,6/02/2002,Elche,64,58.4,54,45,27.7,0,63,36.4,27,29,19.2,9,30,30,29.9,Feb,2002
23,23,23/03/2019,Elche,64,58.4,54,52,45.7,36,82,63.6,39,12,4.4,0,30.1,30.1,30.1,Mar,2019
22,22,22/04/2019,Elche,64,58.4,54,54,51.4,48,94,77.6,59,23,6,0,29.5,29.4,29.4,Apr,2019
17,17,17/03/2020,Elche,64,58.4,54,57,53.4,50,94,83.4,68,26,10.4,1,30.1,30,29.9,Mar,2020
7,7,7/04/2021,Elche,64,58.4,54,57,52.3,48,94,80.5,59,22,12.9,0,30.1,29.9,29.7,Apr,2021
21,21,21/12/2007,Elche,63,58.5,54,52,49.3,43,77,71.5,63,16,9.7,1,29.9,29.9,29.8,Dec,2007
12,12,12/12/2015,Elche,64,58.5,54,54,50,46,88,73.6,63,14,7.7,2,30.3,30.2,30.1,Dec,2015
29,29,29/03/2002,Elche,66,58.5,54,50,44.2,41,88,59.7,43,20,11.7,5,30,29.8,29.7,Mar,2002
10,10,10/12/2016,Elche,63,58.6,54,57,54.9,52,94,87.7,77,6,3.2,0,30.3,30.2,30.2,Dec,2016
12,12,12/04/2021,Elche,64,58.6,54,57,52,45,100,80,52,20,9.1,1,30.1,30,29.9,Apr,2021
12,12,12/05/2004,Elche,66,58.6,54,54,49.7,46,88,73.4,52,12,7,3,29.8,29.7,29.6,May,2004
6,6,6/01/2003,Elche,64,58.7,54,43,22.4,0,55,40.3,30,28,17.7,9,29.8,29.6,29.4,Jan,2003
18,18,18/02/2014,Elche,64,58.7,54,50,46.6,45,82,65.3,49,14,4.5,0,29.8,29.7,29.6,Feb,2014
21,21,21/01/2010,Elche,66,58.7,54,54,47.4,43,82,66.5,43,18,11.1,2,30.1,30,30,Jan,2010
4,4,4/04/2012,Elche,66,58.7,54,59,54,50,94,84.6,73,13,3.6,0,29.6,29.5,29.5,Apr,2012
28,28,28/11/2020,Elche,66,58.7,54,52,48.7,45,94,70.8,49,18,7.9,1,29.7,29.5,29.5,Nov,2020
1,1,1/12/2016,Elche,61,58.8,54,52,49.2,46,88,70.8,59,20,9.3,1,30.2,30.1,30.1,Dec,2016
10,10,10/12/2007,Elche,64,58.8,54,43,29.6,0,52,37.3,24,26,15.5,2,30.1,30,29.9,Dec,2007
13,13,13/04/2012,Elche,64,58.8,54,55,46.3,34,100,65.8,34,14,5.6,0,29.6,29.5,29.4,Apr,2012
28,28,28/12/2015,Elche,64,58.8,54,54,52,50,94,77.3,64,8,4.8,0,30.3,30.2,30.2,Dec,2015
19,19,19/03/2016,Elche,64,58.8,54,55,52,48,94,78.8,56,12,2.9,0,29.9,29.8,29.8,Mar,2016
7,7,7/04/2004,Elche,63,58.9,54,54,51,46,88,75,63,16,8,0,29.8,29.8,29.7,Apr,2004
21,21,21/04/2017,Elche,64,58.9,54,46,41.1,34,62,51.5,44,26,16.7,9,30.2,30.1,30.1,Apr,2017
26,26,26/11/2018,Elche,64,58.9,54,54,42.6,36,94,57.7,37,26,13.1,2,29.9,29.7,29.5,Nov,2018
7,7,7/02/2010,Elche,68,58.9,54,54,46.9,41,94,65.5,42,18,7.2,0,29.9,29.8,29.7,Feb,2010
27,27,27/02/2010,Elche,72,58.9,54,59,54.7,52,100,86.8,57,8,2.5,0,29.8,29.6,29.4,Feb,2010
6,6,6/12/2022,Elche,64,59,54,57,54.4,50,94,85.3,73,8,3.5,0,29.9,29.8,29.8,Dec,2022
26,26,26/01/2021,Elche,68,59,54,54,51,46,94,75.1,52,14,5.7,0,30.1,30,29.8,Jan,2021
26,26,26/01/2016,Elche,63,59.1,54,55,54,52,94,83.1,72,9,2.7,0,30.4,30.3,30.3,Jan,2016
22,22,22/04/2017,Elche,64,59.1,54,50,44.3,39,72,58.3,48,16,10.7,6,30.2,30.1,30,Apr,2017
7,7,7/05/2003,Elche,66,59.1,54,55,45.5,41,77,61.1,40,15,8.5,0,29.9,29.7,29.6,May,2003
12,12,12/03/2017,Elche,66,59.1,54,55,52.5,48,100,80.1,56,15,6.6,0,29.9,29.8,29.8,Mar,2017
29,29,29/11/2011,Elche,68,59.1,54,55,52.7,50,94,79.7,56,8,1.8,0,30.1,30.1,30,Nov,2011
1,1,1/02/2019,Elche,68,59.1,54,55,42.8,30,88,57.4,28,25,10.7,0,29.4,29.3,29.2,Feb,2019
16,16,16/04/2003,Elche,64,59.2,54,55,49.2,43,88,69.9,49,22,12.7,5,30,29.7,29.6,Apr,2003
23,23,23/11/2018,Elche,64,59.2,54,55,50,43,82,71.7,56,9,6.6,1,29.9,29.8,29.7,Nov,2018
7,7,7/04/2020,Elche,64,59.2,54,54,52.5,50,88,78.4,59,12,7.4,2,30.1,30.1,30.1,Apr,2020
5,5,5/11/2014,Elche,66,59.2,54,41,39.5,37,62,49.2,35,22,14.5,1,29.7,29.6,29.5,Nov,2014
2,2,2/04/2004,Elche,68,59.2,54,52,42.9,0,88,62.7,26,18,6.8,0,30,29.8,29.7,Apr,2004
19,19,19/12/2012,Elche,66,59.3,54,57,51.3,48,100,76.2,56,16,4.5,0,30,30,30,Dec,2012
7,7,7/11/2003,Elche,68,59.3,54,54,50.6,48,88,73.5,52,8,5.1,2,30,29.9,29.8,Nov,2003
7,7,7/11/2007,Elche,68,59.3,54,54,51.2,48,88,74.8,60,10,4.5,0,30.2,30.2,30.1,Nov,2007
6,6,6/11/2009,Elche,68,59.3,54,46,41.1,37,72,51.9,35,22,9.3,1,29.9,29.8,29.7,Nov,2009
26,26,26/11/2017,Elche,64,59.4,54,55,47.8,41,82,66.5,52,14,8,2,30.2,30.1,30,Nov,2017
22,22,22/04/2013,Elche,66,59.4,54,54,50.9,48,88,73.8,59,10,4.2,0,29.9,29.9,29.9,Apr,2013
29,29,29/03/2003,Elche,66,59.5,54,54,46.8,41,88,63.7,43,10,6,0,29.8,29.7,29.7,Mar,2003
29,29,29/11/2003,Elche,68,59.5,54,46,41.9,37,62,52.5,43,21,15.3,7,29.9,29.9,29.9,Nov,2003
29,29,29/11/2006,Elche,64,59.6,54,52,48.4,45,82,67.5,55,13,3.2,0,30.2,30.1,30.1,Nov,2006
7,7,7/12/2008,Elche,66,59.6,54,54,47,45,88,64,49,18,5.7,0,30,28.7,0,Dec,2008
5,5,5/03/2016,Elche,66,59.6,54,48,30.8,23,77,35.3,19,24,15.3,5,29.7,29.6,29.5,Mar,2016
30,30,30/04/2018,Elche,68,59.6,54,54,43.4,36,88,57.2,32,16,7.5,1,29.8,29.8,29.8,Apr,2018
5,5,5/01/2014,Elche,70,59.6,54,46,30.8,0,63,41.4,27,26,14.1,7,30.1,30,30,Jan,2014
15,15,15/11/2010,Elche,64,59.7,54,54,34.2,0,94,49,26,24,13.5,0,30.1,29.8,29.7,Nov,2010
23,23,23/11/2003,Elche,66,59.7,54,54,49.7,43,88,69.9,52,15,5.8,0,29.6,29.4,29.4,Nov,2003
15,15,15/03/2004,Elche,66,59.7,54,50,46,39,77,61.4,46,21,11.7,1,30.2,30.1,30.1,Mar,2004
3,3,3/04/2004,Elche,70,59.7,54,48,39,34,72,48.5,27,21,8.5,2,30.2,30.1,30.1,Apr,2004
7,7,7/12/2015,Elche,64,59.8,54,57,54.3,52,94,82.3,72,9,4.1,0,30.3,30.3,30.2,Dec,2015
9,9,9/11/2014,Elche,66,59.8,54,48,42.1,36,77,53.6,32,17,8.3,2,29.7,29.6,29.6,Nov,2014
26,26,26/03/2010,Elche,70,59.8,54,55,48.6,45,100,68.9,43,12,6.1,0,30,29.9,29.8,Mar,2010
6,6,6/03/2020,Elche,64,59.9,54,45,33.9,23,63,39.4,22,25,15.4,5,30,29.8,29.8,Mar,2020
4,4,4/11/2004,Elche,66,59.9,54,55,48.8,41,82,67,52,6,2.1,0,29.9,29.9,29.9,Nov,2004
1,1,1/11/2004,Elche,68,59.9,54,41,38.8,36,62,46.8,30,17,11.2,0,29.8,29.7,29.7,Nov,2004
6,6,6/11/2017,Elche,68,59.9,54,37,34.8,30,51,39.5,24,15,9.4,2,30,29.9,29.9,Nov,2017
13,13,13/02/2007,Elche,70,59.9,54,52,48,45,88,65.2,49,14,7,0,30,30,29.9,Feb,2007
14,14,14/05/2004,Elche,66,60,54,55,53.4,50,94,78.4,60,21,7.1,0,30,29.9,29.8,May,2004
14,14,14/03/2011,Elche,66,60,54,55,52.7,48,100,76.9,64,16,8.5,1,29.6,29.4,29.4,Mar,2011
21,21,21/03/2017,Elche,66,60,54,59,53.3,43,94,79.8,46,24,6.5,0,29.8,29.8,29.7,Mar,2017
3,3,3/04/2003,Elche,70,60,54,37,22.6,12,35,24.4,13,28,15.3,3,29.8,29.6,29.6,Apr,2003
29,29,29/04/2004,Elche,72,60,54,55,52.3,48,88,76.1,53,14,5.8,1,29.5,29.4,29.4,Apr,2004
9,9,9/12/2010,Elche,72,60,54,57,54.5,50,100,83.1,57,9,2.9,0,30.1,29.9,29.8,Dec,2010
15,15,15/12/2017,Elche,68,60.1,54,54,46.8,43,88,62.3,40,16,6.7,0,29.8,29.7,29.6,Dec,2017
21,21,21/11/2021,Elche,68,60.1,54,55,52.9,48,94,77.3,49,10,5.6,0,29.9,29.8,29.7,Nov,2021
21,21,21/12/2011,Elche,72,60.1,54,52,43.2,37,77,54.5,35,21,10.6,0,30.1,30.1,30.1,Dec,2011
16,16,16/11/2006,Elche,66,60.2,54,57,54.8,50,94,82.4,73,5,2.2,0,29.9,29.8,29.7,Nov,2006
21,21,21/11/2003,Elche,68,60.2,54,55,52.8,48,88,77.2,56,8,3.1,0,29.8,29.8,29.7,Nov,2003
1,1,1/04/2020,Elche,70,60.2,54,55,52.8,48,94,77.3,52,17,7,0,29.7,29.7,29.6,Apr,2020
23,23,23/10/2003,Elche,66,60.3,54,54,32.8,0,82,41.4,19,21,8.9,3,29.8,29.7,29.7,Oct,2003
13,13,13/11/2003,Elche,68,60.3,54,55,50.3,45,88,70,52,7,3.5,0,30.2,30.1,30.1,Nov,2003
18,18,18/11/2002,Elche,70,60.3,54,45,44.1,41,72,55.8,35,20,10.3,1,29.9,29.9,29.8,Nov,2002
25,25,25/10/2007,Elche,66,60.4,54,54,50.8,48,88,70.9,56,13,5,0,29.8,29.7,29.6,Oct,2007
29,29,29/03/2014,Elche,66,60.4,54,54,49.3,45,82,67,56,23,16.2,0,29.6,29.5,29.5,Mar,2014
26,26,26/11/2016,Elche,66,60.4,54,54,50.3,43,77,69.3,52,15,7.6,0,29.7,29.6,29.6,Nov,2016
18,18,18/03/2020,Elche,66,60.4,54,54,49.6,46,82,68.1,56,25,11.8,1,30.1,30.1,30,Mar,2020
3,3,3/12/2006,Elche,68,60.4,54,54,45.5,39,82,60.1,42,17,9.4,2,30.1,30,29.9,Dec,2006
1,1,1/05/2016,Elche,68,60.4,54,54,40.9,27,82,52.3,21,18,6.8,0,30.1,30,30,May,2016
11,11,11/11/2020,Elche,68,60.4,54,57,53.1,48,94,77.9,56,9,5.6,2,30.2,30.1,30.1,Nov,2020
15,15,15/11/2006,Elche,70,60.4,54,55,52.9,48,88,76.5,53,6,3.4,0,30,29.9,29.8,Nov,2006
1,1,1/02/2014,Elche,70,60.4,54,46,42.4,28,72,52.6,29,25,9.7,1,29.8,29.7,29.6,Feb,2014
6,6,6/02/2014,Elche,70,60.4,54,57,50.7,45,100,72.2,49,15,4.5,0,29.9,29.8,29.7,Feb,2014
3,3,3/03/2015,Elche,72,60.4,54,57,52.2,43,94,76.7,35,14,4.7,0,30.1,30.1,30,Mar,2015
26,26,26/11/2002,Elche,66,60.5,54,43,40.7,39,58,48.3,40,32,17.3,5,29.9,29.8,29.7,Nov,2002
5,5,5/12/2008,Elche,68,60.5,54,46,43.6,39,67,53.8,43,20,10,0,29.9,29.8,29.7,Dec,2008
14,14,14/12/2002,Elche,70,60.5,54,55,50,43,82,68.5,55,12,6,0,30,29.9,29.9,Dec,2002
13,13,13/11/2004,Elche,72,60.5,54,45,30.8,0,72,42.4,17,15,10.2,5,29.8,29.7,29.7,Nov,2004
11,11,11/04/2019,Elche,72,60.5,54,50,40.3,36,72,48.6,29,16,10.5,0,29.9,29.8,29.8,Apr,2019
27,27,27/11/2014,Elche,66,60.6,54,61,56.2,52,100,86,68,10,3.8,0,29.7,29.5,29.3,Nov,2014
24,24,24/04/2017,Elche,68,60.6,54,55,50.9,45,88,71.2,46,10,4.6,0,29.9,29.9,29.8,Apr,2017
18,18,18/10/2010,Elche,70,60.6,54,54,30.1,0,82,47.1,23,15,6.6,0,29.9,29.9,29.9,Oct,2010
13,13,13/11/2018,Elche,70,60.6,54,59,54.4,50,94,80.6,60,8,4.3,0,30.1,30,29.9,Nov,2018
2,2,2/04/2019,Elche,70,60.6,54,59,54.6,50,100,81.3,60,14,5.8,0,29.9,29.8,29.7,Apr,2019
3,3,3/11/2021,Elche,66,60.7,54,50,42,36,77,51.8,32,28,12.6,0,29.7,29.6,29.5,Nov,2021
5,5,5/12/2006,Elche,68,60.7,54,55,50.5,46,88,70.2,52,10,6.6,0,30.1,29.9,29.7,Dec,2006
18,18,18/12/2012,Elche,68,60.7,54,54,48.2,45,77,64,49,21,11.2,5,30.1,30,30,Dec,2012
6,6,6/11/2014,Elche,70,60.7,54,39,36.7,34,54,42.2,27,22,13.6,6,29.9,29.8,29.7,Nov,2014
10,10,10/11/2021,Elche,70,60.7,54,52,47.2,43,82,62.4,40,14,7.3,1,29.9,29.9,29.8,Nov,2021
26,26,26/11/2019,Elche,73,60.7,54,57,50.9,46,94,72,47,14,7.4,2,29.9,29.8,29.7,Nov,2019
27,27,27/04/2007,Elche,66,60.8,54,57,54.7,50,88,80.6,68,14,4.2,0,29.9,29.8,29.8,Apr,2007
6,6,6/05/2016,Elche,68,60.8,54,55,49.7,45,88,68.4,43,9,5.5,0,29.8,29.7,29.7,May,2016
10,10,10/11/2012,Elche,70,60.8,54,57,51.9,45,100,75.7,40,14,6.5,2,29.7,29.7,29.6,Nov,2012
6,6,6/04/2018,Elche,64,60.9,54,55,48.3,39,77,63.8,45,20,9.5,0,29.9,29.7,29.6,Apr,2018
5,5,5/12/2002,Elche,66,60.9,54,45,32.3,0,59,37.2,21,30,16,3,29.9,29.8,29.7,Dec,2002
30,30,30/04/2019,Elche,66,60.9,54,57,54.4,52,94,80.3,64,12,4,0,29.9,29.9,29.9,Apr,2019
5,5,5/05/2019,Elche,68,60.9,54,54,50.2,45,94,68.8,49,15,6.7,0,29.9,29.8,29.7,May,2019
4,4,4/04/2010,Elche,70,60.9,54,54,43.7,0,88,56.8,25,18,9.3,0,30.2,30,29.8,Apr,2010
15,15,15/11/2015,Elche,70,60.9,54,57,54.7,52,100,81,53,9,5.3,1,30.2,30.1,30.1,Nov,2015
11,11,11/01/2016,Elche,70,60.9,54,46,42.6,36,67,51.7,39,22,6.8,0,29.9,29.7,29.6,Jan,2016
12,12,12/11/2016,Elche,70,60.9,54,54,44.9,39,82,56.6,40,10,5.8,0,30.1,30,30,Nov,2016
23,23,23/04/2022,Elche,70,60.9,54,54,43.6,34,88,57.9,28,23,10.4,0,29.7,29.5,29.4,Apr,2022
10,10,10/11/2007,Elche,66,61,54,54,50.9,46,88,69.7,59,8,3.1,0,30.2,30.1,30.1,Nov,2007
30,30,30/10/2007,Elche,68,61,54,46,42.2,36,72,51.6,30,16,7,1,29.9,29.8,29.8,Oct,2007
9,9,9/12/2017,Elche,68,61,54,52,46.2,37,82,59.9,42,18,9.7,2,30.1,30.1,30,Dec,2017
7,7,7/04/2018,Elche,68,61,54,57,51,45,88,70.1,52,21,8.1,0,29.6,29.6,29.5,Apr,2018
27,27,27/04/2019,Elche,68,61,54,55,51.2,43,94,71.3,49,10,5.5,0,30.1,30.1,30.1,Apr,2019
13,13,13/11/2006,Elche,70,61,54,55,50,45,88,67.9,49,7,4,1,30,30,30,Nov,2006
27,27,27/10/2007,Elche,70,61,54,48,45.9,43,72,58.3,43,13,6.8,2,30.1,30,29.9,Oct,2007
8,8,8/11/2005,Elche,72,61,54,54,49.1,43,82,65.8,49,9,4.5,0,30.1,30.1,30,Nov,2005
6,6,6/12/2016,Elche,66,61.1,54,57,53.2,50,94,76,59,16,7.3,1,30.2,30.1,30,Dec,2016
6,6,6/05/2019,Elche,68,61.1,54,59,54,50,88,77.8,64,9,4,0,29.9,29.9,29.9,May,2019
3,3,3/04/2014,Elche,70,61.1,54,57,45.2,34,100,61.7,28,23,11.6,0,29.6,29.4,29.4,Apr,2014
7,7,7/04/2014,Elche,70,61.1,54,59,53.1,46,100,76.3,53,10,3.3,0,30,30,29.9,Apr,2014
9,9,9/03/2013,Elche,73,61.1,54,57,51.6,41,100,74,33,21,6.5,0,29.7,29.6,29.6,Mar,2013
10,10,10/05/2004,Elche,66,61.2,54,55,53,50,88,74.4,56,10,5.6,0,29.7,29.6,29.6,May,2004
24,24,24/04/2020,Elche,66,61.2,54,57,53.9,50,94,77.2,64,14,6.7,0,29.9,29.8,29.8,Apr,2020
8,8,8/11/2009,Elche,68,61.2,54,36,26.6,0,51,34.8,26,30,17.3,2,29.8,29.7,29.6,Nov,2009
14,14,14/03/2022,Elche,68,61.2,54,54,50.5,45,88,68.7,49,26,17.2,7,29.9,29.7,29.6,Mar,2022
24,24,24/03/2002,Elche,70,61.2,54,55,46.5,34,88,62.4,27,10,5,0,30,30,29.9,Mar,2002
18,18,18/04/2009,Elche,70,61.2,54,52,43.4,37,77,53.4,31,17,8.8,0,29.8,29.8,29.8,Apr,2009
16,16,16/11/2012,Elche,66,61.3,54,63,58.8,54,100,91.2,73,9,3.6,0,29.9,29.9,29.8,Nov,2012
3,3,3/04/2021,Elche,66,61.3,54,55,51.8,46,88,71.3,52,14,6.8,0,29.8,29.7,29.7,Apr,2021
3,3,3/05/2017,Elche,68,61.3,54,55,52.5,50,94,73.6,52,10,5.3,0,29.9,29.9,29.8,May,2017
29,29,29/01/2020,Elche,70,61.3,54,50,47.9,46,77,62.7,49,20,9.5,2,30.1,30,30,Jan,2020
31,31,31/10/2004,Elche,72,61.3,54,41,37.8,0,62,45,25,17,9.2,3,29.7,29.6,29.6,Oct,2004
